OG	Dmel_ISO1_proteome	Dsan_STOCAGO1482_proteome	Dsim_w501_proteome	Dtei_GT53w_proteome	Dyak_NY73PB_proteome	Dyak_Tai18E2_proteome
OG0006924	FBtr0078596	jg11949.t1	FBtr0219758	jg10032.t1	jg3548.t1	jg9856.t1
OG0006925	FBtr0078597	jg11950.t1	FBtr0363168	jg10033.t1	jg3549.t1	jg9857.t1
OG0006926	FBtr0078598	jg11951.t1	FBtr0358874	jg10034.t1	jg3550.t1	jg9858.t1
OG0006927	FBtr0078599	jg11952.t1	FBtr0219760	jg10035.t1	jg3551.t1	jg9859.t1
OG0006928	FBtr0078601	jg11953.t1	FBtr0362593	jg10036.t1	jg3552.t1	jg9860.t1
OG0006929	FBtr0078614	jg11955.t2	FBtr0219463	jg10038.t1	jg3554.t1	jg9862.t1
OG0006930	FBtr0078602	jg11956.t1	FBtr0219762	jg10039.t1	jg3555.t1	jg9863.t1
OG0006931	FBtr0302305	jg11957.t1	FBtr0364921	jg10040.t1	jg3556.t1	jg9864.t1
OG0006932	FBtr0078604	jg11958.t1	FBtr0219765	jg10041.t1	jg3557.t1	jg9865.t1
OG0006933	FBtr0078605	jg11959.t1	FBtr0219766	jg10042.t1	jg3558.t1	jg9866.t1
OG0006934	FBtr0078606	jg11960.t1	FBtr0219767	jg10043.t1	jg3559.t1	jg9867.t1
OG0006935	FBtr0078607	jg11961.t1	FBtr0219768	jg10044.t1	jg3560.t1	jg9868.t1
OG0006936	FBtr0078608	jg11962.t1	FBtr0219769	jg10045.t1	jg3561.t1	jg9869.t1
OG0006937	FBtr0334537	jg11964.t1	FBtr0354455	jg10047.t1	jg3563.t1	jg9871.t1
OG0006938	FBtr0078611	jg11965.t1	FBtr0219771	jg10048.t1	jg3564.t1	jg9872.t1
OG0006939	FBtr0081707	jg11966.t1	FBtr0219772	jg10049.t1	jg3565.t1	jg9873.t1
OG0006940	FBtr0081708	jg11967.t1	FBtr0219773	jg10050.t1	jg3566.t1	jg9874.t1
OG0006941	FBtr0081710	jg11969.t1	FBtr0219775	jg10051.t1	jg3568.t1	jg9876.t1
OG0006942	FBtr0081711	jg11970.t1	FBtr0363582	jg10052.t1	jg3569.t1	jg9877.t1
OG0006943	FBtr0081737	jg11971.t1	FBtr0219461	jg10053.t1	jg3570.t1	jg9878.t1
OG0006944	FBtr0081712	jg11972.t1	FBtr0356142	jg10054.t1	jg3571.t1	jg9879.t1
OG0006945	FBtr0334540	jg11974.t1	FBtr0354392	jg10055.t1	jg3573.t1	jg9881.t1
OG0006946	FBtr0303013	jg11975.t1	FBtr0354535	jg10056.t1	jg3574.t1	jg9882.t1
OG0006947	FBtr0081717	jg11976.t1	FBtr0219780	jg10057.t1	jg3575.t1	jg9883.t1
OG0006948	FBtr0301268	jg11978.t1	FBtr0361061	jg10059.t1	jg3577.t1	jg9885.t1
OG0006949	FBtr0301001	jg11979.t1	FBtr0351450	jg10060.t1	jg3578.t1	jg9886.t1
OG0006950	FBtr0332175	jg11980.t1	FBtr0219457	jg10061.t1	jg3579.t1	jg9887.t1
OG0006951	FBtr0081719	jg11981.t1	FBtr0219782	jg10062.t1	jg3580.t1	jg9888.t1
OG0006952	FBtr0081720	jg11982.t1	FBtr0219783	jg10063.t1	jg3581.t1	jg9889.t1
OG0006953	FBtr0300261	jg11983.t1	FBtr0219456	jg10064.t1	jg3582.t1	jg9890.t1
OG0006954	FBtr0303789	jg11984.t1	FBtr0356502	jg10065.t1	jg3584.t1	jg9892.t1
OG0006955	FBtr0330192	jg11985.t1	FBtr0351879	jg10066.t1	jg3585.t1	jg9893.t1
OG0006956	FBtr0081728	jg11986.t1	FBtr0357367	jg10067.t1	jg3586.t1	jg9894.t1
OG0006957	FBtr0081729	jg11988.t1	FBtr0219787	jg10068.t1	jg3587.t1	jg9895.t1
OG0006958	FBtr0308038	jg11989.t2	FBtr0353782	jg10069.t1	jg3588.t1	jg9896.t1
OG0006959	FBtr0081675	jg11990.t1	FBtr0219789	jg10070.t1	jg3589.t1	jg9898.t1
OG0006960	FBtr0081704	jg11991.t1	FBtr0352589	jg10071.t1	jg3590.t1	jg9899.t1
OG0006961	FBtr0081705	jg11992.t1	FBtr0362959	jg10072.t1	jg3591.t1	jg9900.t1
OG0006962	FBtr0089748	jg11993.t1	FBtr0219790	jg10073.t1	jg3592.t1	jg9901.t1
OG0006963	FBtr0301286	jg11996.t1	FBtr0363647	jg10075.t1	jg3594.t1	jg9903.t1
OG0006964	FBtr0081681	jg12000.t1	FBtr0219794	jg10079.t1	jg3598.t1	jg9908.t1
OG0006965	FBtr0081699	jg10655.t1	FBtr0219446	jg10080.t1	jg2242.t1	jg8557.t1
OG0006966	FBtr0304903	jg10654.t1	FBtr0219796	jg10081.t1	jg2241.t1	jg8556.t1
OG0006967	FBtr0301623	jg10653.t1	FBtr0219445	jg10082.t1	jg2240.t1	jg8555.t1
OG0006968	FBtr0081687	jg10652.t1	FBtr0219797	jg10083.t1	jg2239.t1	jg8554.t1
OG0006969	FBtr0081697	jg10651.t1	FBtr0219444	jg10084.t1	jg2238.t1	jg8553.t1
OG0006970	FBtr0081696	jg10650.t1	FBtr0359682	jg10085.t1	jg2237.t1	jg8552.t1
OG0006971	FBtr0081688	jg10649.t1	FBtr0219798	jg10086.t1	jg2236.t1	jg8551.t1
OG0006972	FBtr0081689	jg10648.t1	FBtr0219800	jg10087.t1	jg2235.t1	jg8550.t1
OG0006973	FBtr0081693	jg10644.t1	FBtr0219438	jg10090.t1	jg2232.t1	jg8546.t1
OG0006974	FBtr0089276	jg10641.t1	FBtr0219435	jg10093.t1	jg2229.t1	jg8543.t1
OG0006975	FBtr0081670	jg10638.t1	FBtr0219432	jg10096.t1	jg2227.t1	jg8542.t1
OG0006976	FBtr0081668	jg10636.t1	FBtr0363728	jg10097.t1	jg2225.t2	jg8540.t1
OG0006977	FBtr0081618	jg10635.t1	FBtr0219804	jg10098.t1	jg2224.t1	jg8539.t1
OG0006978	FBtr0081621	jg10634.t1	FBtr0219805	jg10099.t1	jg2223.t1	jg8538.t1
OG0006979	FBtr0474171	jg10631.t1	FBtr0350359	jg15292.t1	jg2221.t1	jg8536.t1
OG0006980	FBtr0081645	jg10623.t1	FBtr0359455	jg10112.t1	jg2214.t1	jg8528.t1
OG0006981	FBtr0081634	jg10622.t1	FBtr0355435	jg10113.t1	jg2213.t1	jg8527.t1
OG0006982	FBtr0081643	jg10621.t1	FBtr0219421	jg10114.t1	jg2212.t1	jg8526.t1
OG0006983	FBtr0081635	jg10620.t1	FBtr0353511	jg10115.t1	jg2211.t1	jg8525.t1
OG0006984	FBtr0081642	jg10619.t1	FBtr0354531	jg10116.t1	jg2210.t1	jg8524.t1
OG0006985	FBtr0081638	jg10618.t1	FBtr0219818	jg10117.t1	jg2209.t1	jg8523.t1
OG0006986	FBtr0333326	jg10617.t1	FBtr0365523	jg10118.t1	jg2208.t1	jg8522.t1
OG0006987	FBtr0081562	jg10615.t1	FBtr0219821	jg10120.t1	jg2206.t1	jg8520.t1
OG0006988	FBtr0081563	jg10611.t1	FBtr0364769	jg10125.t1	jg2201.t1	jg8515.t1
OG0006989	FBtr0081611	jg10610.t1	FBtr0219412	jg10126.t1	jg2200.t1	jg8514.t1
OG0006990	FBtr0081566	jg10609.t1	FBtr0219824	jg10128.t1	jg2199.t1	jg8513.t1
OG0006991	FBtr0303197	jg10607.t1	FBtr0219411	jg10129.t1	jg2197.t1	jg8511.t1
OG0006992	FBtr0081568	jg10606.t1	FBtr0219826	jg10130.t1	jg2196.t1	jg8510.t1
OG0006993	FBtr0091512	jg10605.t1	FBtr0219410	jg10131.t1	jg2195.t1	jg8509.t1
OG0006994	FBtr0081569	jg10604.t1	FBtr0219827	jg10132.t1	jg2194.t1	jg8508.t1
OG0006995	FBtr0081606	jg10603.t1	FBtr0219409	jg10133.t1	jg2193.t1	jg8507.t1
OG0006996	FBtr0081570	jg10602.t1	FBtr0354809	jg10134.t1	jg2192.t1	jg8506.t1
OG0006997	FBtr0081605	jg10601.t1	FBtr0219407	jg10135.t1	jg2191.t1	jg8505.t1
OG0006998	FBtr0302184	jg10600.t2	FBtr0365538	jg10136.t2	jg2190.t2	jg8504.t1
OG0006999	FBtr0081573	jg10599.t1	FBtr0219830	jg10137.t1	jg2189.t1	jg8503.t1
OG0007000	FBtr0081604	jg10598.t1	FBtr0219406	jg10138.t1	jg2188.t1	jg8502.t1
OG0007001	FBtr0303219	jg10596.t1	FBtr0348819	jg10140.t1	jg2185.t1	jg8499.t1
OG0007002	FBtr0303218	jg10595.t1	FBtr0219833	jg10141.t1	jg2184.t1	jg8498.t1
OG0007003	FBtr0081599	jg10594.t1	FBtr0219402	jg10142.t1	jg2183.t1	jg8497.t1
OG0007004	FBtr0081576	jg10593.t1	FBtr0219834	jg10143.t1	jg2182.t1	jg8496.t1
OG0007005	FBtr0081598	jg10592.t1	FBtr0219401	jg10144.t1	jg2181.t1	jg8495.t1
OG0007006	FBtr0081577	jg10591.t1	FBtr0219835	jg10145.t1	jg2180.t1	jg8494.t1
OG0007007	FBtr0300016	jg10590.t1	FBtr0219400	jg10146.t1	jg2179.t1	jg8493.t1
OG0007008	FBtr0472596	jg10589.t1	FBtr0364040	jg10147.t1	jg2178.t1	jg8492.t1
OG0007009	FBtr0081578	jg10588.t1	FBtr0219836	jg10148.t1	jg2177.t1	jg8491.t1
OG0007010	FBtr0330140	jg10584.t1	FBtr0219398	jg10151.t1	jg2173.t1	jg8487.t1
OG0007011	FBtr0081580	jg10585.t1	FBtr0219838	jg10150.t1	jg2174.t1	jg8488.t1
OG0007012	FBtr0081591	jg10582.t1	FBtr0219395	jg10154.t1	jg2172.t1	jg8486.t1
OG0007013	FBtr0081582	jg10581.t1	FBtr0219840	jg10156.t1	jg2168.t1	jg8483.t1
OG0007015	FBtr0336955	jg10575.t1	FBtr0219845	jg10161.t1	jg2160.t1	jg8475.t1
OG0007016	FBtr0301649	jg10574.t1	FBtr0219847	jg10162.t1	jg2159.t1	jg8474.t1
OG0007017	FBtr0081559	jg10573.t1	FBtr0219392	jg10163.t1	jg2158.t1	jg8473.t1
OG0007018	FBtr0081541	jg10561.t2	FBtr0348369	jg10180.t1	jg2141.t1	jg8457.t1
OG0007019	FBtr0081780	jg10559.t1	FBtr0219376	jg10182.t1	jg2138.t1	jg8454.t1
OG0007020	FBtr0081740	jg10557.t1	FBtr0219856	jg10184.t1	jg2136.t1	jg8452.t1
OG0007021	FBtr0081779	jg10556.t1	FBtr0219375	jg10185.t1	jg2135.t1	jg8451.t1
OG0007022	FBtr0273255	jg10555.t1	FBtr0352118	jg10186.t1	jg2134.t1	jg8450.t1
OG0007023	FBtr0081777	jg10554.t1	FBtr0219373	jg10187.t1	jg2133.t1	jg8449.t1
OG0007024	FBtr0113345	jg10553.t1	FBtr0352339	jg10188.t1	jg2132.t1	jg8448.t1
OG0007025	FBtr0081775	jg10552.t1	FBtr0219371	jg10189.t1	jg2131.t1	jg8447.t1
OG0007026	FBtr0081744	jg10551.t1	FBtr0219857	jg10190.t1	jg2130.t1	jg8446.t1
OG0007027	FBtr0081745	jg10550.t1	FBtr0219858	jg10191.t1	jg2129.t1	jg8445.t1
OG0007028	FBtr0114516	jg10549.t1	FBtr0219370	jg10192.t1	jg2128.t1	jg8444.t1
OG0007029	FBtr0081773	jg10548.t1	FBtr0355155	jg10193.t1	jg2127.t1	jg8443.t1
OG0007030	FBtr0081747	jg10545.t1	FBtr0363690	jg10195.t1	jg2124.t1	jg8440.t1
OG0007031	FBtr0081749	jg10544.t1	FBtr0219862	jg10196.t1	jg2123.t1	jg8439.t1
OG0007032	FBtr0304920	jg10543.t1	FBtr0352092	jg10197.t2	jg2122.t1	jg8438.t1
OG0007033	FBtr0113203	jg10542.t1	FBtr0348207	jg10198.t1	jg2121.t1	jg8437.t1
OG0007034	FBtr0081752	jg10541.t1	FBtr0219865	jg10199.t1	jg2120.t1	jg8436.t1
OG0007035	FBtr0081766	jg10538.t1	FBtr0219364	jg10202.t1	jg2117.t1	jg8433.t1
OG0007036	FBtr0081753	jg10539.t1	FBtr0219866	jg10201.t1	jg2118.t1	jg8434.t1
OG0007037	FBtr0081765	jg10537.t1	FBtr0219363	jg10203.t1	jg2116.t1	jg8432.t1
OG0007038	FBtr0081756	jg10536.t1	FBtr0364483	jg10204.t1	jg2115.t1	jg8431.t1
OG0007039	FBtr0081763	jg10534.t1	FBtr0219361	jg10206.t1	jg2113.t1	jg8429.t1
OG0007040	FBtr0081757	jg10533.t1	FBtr0365287	jg10207.t1	jg2112.t1	jg8428.t1
OG0007041	FBtr0300685	jg10532.t1	FBtr0353356	jg10208.t1	jg2111.t1	jg8427.t1
OG0007042	FBtr0330074	jg10530.t1	FBtr0219358	jg10210.t1	jg2109.t1	jg8425.t1
OG0007043	FBtr0331344	jg10529.t1	FBtr0360520	jg10211.t1	jg2108.t1	jg8424.t1
OG0007044	FBtr0300320	jg10528.t1	FBtr0350342	jg10212.t1	jg2107.t1	jg8423.t1
OG0007045	FBtr0081783	jg10526.t1	FBtr0219871	jg10215.t1	jg2105.t1	jg8421.t1
OG0007046	FBtr0301216	jg10525.t1	FBtr0219352	jg10216.t1	jg2104.t1	jg8420.t1
OG0007047	FBtr0308076	jg10524.t1	FBtr0349983	jg10217.t1	jg2103.t1	jg8419.t1
OG0007048	FBtr0081822	jg10523.t1	FBtr0219351	jg10218.t1	jg2102.t1	jg8418.t1
OG0007049	FBtr0081821	jg10522.t1	FBtr0219350	jg10219.t1	jg2101.t1	jg8417.t1
OG0007050	FBtr0081785	jg10521.t1	FBtr0219873	jg10220.t1	jg2100.t1	jg8416.t1
OG0007051	FBtr0081820	jg10520.t1	FBtr0364799	jg10221.t1	jg2099.t1	jg8415.t1
OG0007052	FBtr0081786	jg10519.t1	FBtr0219874	jg10222.t1	jg2098.t1	jg8414.t1
OG0007053	FBtr0335230	jg10518.t1	FBtr0347939	jg10223.t1	jg2097.t1	jg8413.t1
OG0007054	FBtr0310412	jg10516.t1	FBtr0219346	jg10224.t2	jg2096.t1	jg8412.t1
OG0007055	FBtr0081787	jg10515.t1	FBtr0219875	jg10225.t1	jg2095.t1	jg8411.t1
OG0007056	FBtr0081816	jg10514.t1	FBtr0219344	jg10226.t1	jg2094.t1	jg8410.t1
OG0007057	FBtr0081788	jg10513.t1	FBtr0219876	jg10227.t1	jg2093.t1	jg8409.t1
OG0007058	FBtr0081789	jg10658.t1	FBtr0351861	jg852.t1	jg2245.t1	jg8562.t1
OG0007059	FBtr0081790	jg10659.t1	FBtr0218421	jg851.t1	jg2246.t1	jg8563.t1
OG0007060	FBtr0113204	jg10660.t1	FBtr0218422	jg850.t1	jg2247.t1	jg8564.t1
OG0007061	FBtr0081792	jg10661.t1	FBtr0218423	jg849.t1	jg2248.t1	jg8565.t1
OG0007062	FBtr0113205	jg10662.t1	FBtr0218424	jg848.t1	jg2249.t1	jg8566.t1
OG0007063	FBtr0081815	jg10663.t1	FBtr0220800	jg847.t1	jg2250.t1	jg8567.t1
OG0007064	FBtr0081794	jg10664.t1	FBtr0218425	jg846.t1	jg2251.t1	jg8568.t1
OG0007065	FBtr0330188	jg10666.t1	FBtr0351946	jg844.t1	jg2254.t1	jg8570.t1
OG0007066	FBtr0300896	jg10668.t1	FBtr0218430	jg841.t1	jg2257.t1	jg8572.t1
OG0007067	FBtr0081797	jg10669.t2	FBtr0350774	jg840.t1	jg2258.t1	jg8573.t1
OG0007068	FBtr0100368	jg10670.t1	FBtr0361700	jg839.t2	jg2259.t1	jg8574.t1
OG0007069	FBtr0091719	jg10671.t1	FBtr0218432	jg838.t1	jg2261.t1	jg8576.t1
OG0007070	FBtr0310080	jg10673.t1	FBtr0349515	jg836.t1	jg2263.t1	jg8578.t1
OG0007071	FBtr0081867	jg10675.t1	FBtr0220792	jg834.t1	jg2265.t1	jg8580.t1
OG0007072	FBtr0081827	jg10676.t1	FBtr0218438	jg833.t1	jg2266.t1	jg8581.t1
OG0007073	FBtr0081866	jg10677.t1	FBtr0220791	jg832.t1	jg2267.t1	jg8582.t1
OG0007074	FBtr0081828	jg10678.t1	FBtr0355591	jg831.t1	jg2268.t1	jg8583.t1
OG0007075	FBtr0081829	jg10680.t1	FBtr0218441	jg829.t1	jg2269.t1	jg8584.t1
OG0007076	FBtr0081865	jg10681.t1	FBtr0220790	jg828.t2	jg2270.t1	jg8585.t1
OG0007077	FBtr0306804	jg10682.t1	FBtr0218442	jg827.t1	jg2271.t1	jg8586.t1
OG0007078	FBtr0081831	jg10683.t1	FBtr0218443	jg826.t1	jg2272.t1	jg8587.t1
OG0007079	FBtr0081864	jg10684.t1	FBtr0220789	jg825.t1	jg2273.t1	jg8588.t1
OG0007080	FBtr0081832	jg10685.t1	FBtr0356016	jg824.t1	jg2274.t1	jg8589.t1
OG0007081	FBtr0081863	jg10686.t1	FBtr0348400	jg823.t1	jg2275.t1	jg8590.t1
OG0007082	FBtr0081862	jg10687.t1	FBtr0220787	jg822.t1	jg2276.t1	jg8591.t1
OG0007083	FBtr0081861	jg10688.t1	FBtr0220786	jg821.t1	jg2277.t1	jg8592.t1
OG0007084	FBtr0306794	jg10689.t1	FBtr0220785	jg820.t1	jg2278.t1	jg8593.t1
OG0007085	FBtr0081833	jg10691.t1	FBtr0218445	jg818.t1	jg2280.t1	jg8595.t1
OG0007086	FBtr0081858	jg10693.t1	FBtr0215030	jg816.t1	jg2282.t1	jg8597.t1
OG0007087	FBtr0081835	jg10694.t1	FBtr0215054	jg815.t1	jg2283.t1	jg8598.t1
OG0007088	FBtr0111026	jg10695.t1	FBtr0365458	jg814.t1	jg2284.t1	jg8599.t1
OG0007089	FBtr0081836	jg10696.t1	FBtr0353193	jg813.t1	jg2285.t1	jg8600.t1
OG0007090	FBtr0081837	jg10697.t1	FBtr0361124	jg811.t1	jg2286.t1	jg8601.t1
OG0007091	FBtr0305680	jg10698.t1	FBtr0220784	jg810.t1	jg2287.t1	jg8602.t1
OG0007092	FBtr0081838	jg10699.t1	FBtr0218446	jg809.t1	jg2288.t1	jg8603.t1
OG0007093	FBtr0081854	jg10700.t1	FBtr0220783	jg808.t1	jg2289.t1	jg8604.t1
OG0007094	FBtr0081841	jg10701.t1	FBtr0218449	jg807.t1	jg2290.t1	jg8605.t1
OG0007095	FBtr0081842	jg10702.t1	FBtr0218450	jg806.t1	jg2291.t1	jg8606.t1
OG0007096	FBtr0081843	jg10703.t1	FBtr0218451	jg805.t1	jg2292.t1	jg8607.t1
OG0007097	FBtr0081846	jg10704.t1	FBtr0218452	jg804.t1	jg2293.t1	jg8608.t1
OG0007098	FBtr0081853	jg10705.t1	FBtr0364324	jg803.t1	jg2294.t1	jg8609.t1
OG0007099	FBtr0301759	jg10706.t1	FBtr0218453	jg802.t1	jg2295.t1	jg8610.t1
OG0007100	FBtr0081869	jg10712.t1	FBtr0218455	jg795.t1	jg2302.t1	jg8616.t1
OG0007101	FBtr0112769	jg10715.t1	FBtr0352042	jg792.t1	jg2305.t1	jg8619.t1
OG0007102	FBtr0081872	jg10716.t1	FBtr0218458	jg791.t1	jg2306.t1	jg8620.t1
OG0007103	FBtr0081898	jg10718.t1	FBtr0220771	jg790.t1	jg2307.t1	jg8621.t1
OG0007104	FBtr0081897	jg10719.t1	FBtr0220770	jg789.t1	jg2308.t1	jg8622.t1
OG0007105	FBtr0089973	jg10720.t1	FBtr0218462	jg788.t1	jg2309.t1	jg8623.t1
OG0007106	FBtr0330144	jg10721.t1	FBtr0352290	jg787.t1	jg2310.t1	jg8624.t1
OG0007107	FBtr0310300	jg10722.t1	FBtr0220769	jg786.t1	jg2311.t1	jg8625.t1
OG0007108	FBtr0081893	jg10723.t1	FBtr0363683	jg785.t1	jg2312.t1	jg8626.t1
OG0007109	FBtr0081892	jg10724.t1	FBtr0220767	jg784.t1	jg2313.t1	jg8627.t1
OG0007110	FBtr0081878	jg10725.t1	FBtr0218466	jg783.t1	jg2314.t1	jg8628.t1
OG0007111	FBtr0081890	jg10726.t1	FBtr0220766	jg782.t1	jg2315.t1	jg8629.t1
OG0007112	FBtr0081879	jg10727.t1	FBtr0218467	jg781.t1	jg2316.t1	jg8630.t1
OG0007113	FBtr0081887	jg10729.t1	FBtr0220763	jg779.t1	jg2318.t1	jg8632.t1
OG0007114	FBtr0081880	jg10730.t1	FBtr0218468	jg778.t1	jg2319.t1	jg8633.t1
OG0007115	FBtr0081901	jg10732.t1	FBtr0218471	jg776.t1	jg2321.t1	jg8635.t1
OG0007116	FBtr0081953	jg10733.t1	FBtr0220762	jg775.t1	jg2322.t1	jg8636.t1
OG0007117	FBtr0081902	jg10734.t1	FBtr0353142	jg774.t1	jg2323.t1	jg8637.t1
OG0007118	FBtr0081903	jg10735.t1	FBtr0218473	jg773.t1	jg2324.t1	jg8638.t1
OG0007119	FBtr0081950	jg10736.t1	FBtr0215028	jg771.t1	jg2325.t1	jg8639.t1
OG0007120	FBtr0305337	jg10737.t1	FBtr0350179	jg770.t1	jg2326.t1	jg8640.t1
OG0007121	FBtr0081949	jg10738.t1	FBtr0348374	jg769.t1	jg2327.t1	jg8641.t1
OG0007122	FBtr0081905	jg10739.t1	FBtr0218475	jg768.t1	jg2328.t1	jg8642.t1
OG0007123	FBtr0081909	jg10741.t1	FBtr0349732	jg766.t1	jg2329.t1	jg8644.t1
OG0007124	FBtr0081911	jg10742.t1	FBtr0218478	jg765.t1	jg2330.t1	jg8645.t1
OG0007125	FBtr0081912	jg10743.t1	FBtr0218479	jg764.t1	jg2331.t1	jg8646.t1
OG0007126	FBtr0301194	jg10744.t1	FBtr0218480	jg763.t1	jg2332.t1	jg8647.t1
OG0007127	FBtr0081948	jg10745.t1	FBtr0359742	jg762.t1	jg2333.t1	jg8648.t1
OG0007128	FBtr0081947	jg10746.t1	FBtr0354499	jg761.t1	jg2334.t1	jg8649.t1
OG0007129	FBtr0081914	jg10747.t2	FBtr0351274	jg760.t1	jg2335.t1	jg8650.t1
OG0007130	FBtr0081944	jg10748.t1	FBtr0220758	jg759.t1	jg2336.t1	jg8651.t1
OG0007131	FBtr0081916	jg10752.t1	FBtr0218483	jg755.t1	jg2340.t1	jg8655.t1
OG0007132	FBtr0081942	jg10753.t1	FBtr0220755	jg754.t1	jg2341.t1	jg8656.t1
OG0007133	FBtr0112497	jg10754.t1	FBtr0365560	jg753.t1	jg2342.t1	jg8657.t1
OG0007134	FBtr0091716	jg10756.t1	FBtr0220754	jg751.t1	jg2344.t1	jg8659.t1
OG0007135	FBtr0332501	jg10759.t1	FBtr0354134	jg748.t1	jg2347.t1	jg8662.t1
OG0007136	FBtr0081940	jg10758.t1	FBtr0220752	jg749.t1	jg2346.t1	jg8661.t1
OG0007137	FBtr0081917	jg10760.t1	FBtr0363569	jg747.t1	jg2348.t1	jg8663.t1
OG0007138	FBtr0081918	jg10762.t1	FBtr0359203	jg745.t1	jg2350.t1	jg8665.t1
OG0007139	FBtr0081934	jg10763.t1	FBtr0361072	jg744.t1	jg2351.t1	jg8666.t1
OG0007140	FBtr0081919	jg10764.t1	FBtr0218488	jg743.t1	jg2353.t1	jg8667.t1
OG0007141	FBtr0309099	jg10765.t1	FBtr0220747	jg742.t1	jg2354.t1	jg8668.t1
OG0007142	FBtr0081920	jg10767.t1	FBtr0359074	jg740.t1	jg2356.t1	jg8670.t1
OG0007143	FBtr0310205	jg10772.t1	FBtr0363482	jg737.t1	jg2360.t1	jg8674.t1
OG0007144	FBtr0081954	jg10776.t1	FBtr0348147	jg734.t1	jg2362.t1	jg8677.t1
OG0007145	FBtr0301786	jg10777.t1	FBtr0351807	jg733.t1	jg2363.t1	jg8678.t1
OG0007146	FBtr0082015	jg10778.t1	FBtr0220743	jg732.t1	jg2364.t1	jg8679.t1
OG0007147	FBtr0082014	jg10779.t1	FBtr0350908	jg731.t1	jg2365.t1	jg8680.t1
OG0007148	FBtr0081958	jg10780.t1	FBtr0218492	jg730.t1	jg2366.t1	jg8681.t1
OG0007149	FBtr0082013	jg10781.t1	FBtr0220742	jg729.t1	jg2367.t1	jg8682.t1
OG0007150	FBtr0081959	jg10782.t1	FBtr0360801	jg728.t1	jg2368.t1	jg8683.t1
OG0007151	FBtr0082012	jg10783.t1	FBtr0220741	jg727.t1	jg2369.t1	jg8684.t1
OG0007152	FBtr0081960	jg10784.t1	FBtr0218495	jg726.t1	jg2370.t1	jg8685.t1
OG0007153	FBtr0082011	jg10785.t1	FBtr0348739	jg725.t1	jg2371.t1	jg8686.t1
OG0007154	FBtr0300742	jg10786.t1	FBtr0351434	jg724.t1	jg2372.t1	jg8687.t1
OG0007155	FBtr0081963	jg10788.t1	FBtr0365345	jg722.t1	jg2374.t1	jg8689.t1
OG0007156	FBtr0082010	jg10789.t1	FBtr0220738	jg721.t1	jg2375.t1	jg8690.t1
OG0007157	FBtr0081965	jg10790.t1	FBtr0218498	jg720.t1	jg2376.t1	jg8691.t1
OG0007158	FBtr0081966	jg10791.t1	FBtr0218499	jg719.t1	jg2377.t1	jg8692.t1
OG0007159	FBtr0300743	jg10792.t1	FBtr0349538	jg718.t1	jg2378.t1	jg8693.t2
OG0007160	FBtr0082006	jg10793.t1	FBtr0220736	jg717.t1	jg2379.t1	jg8694.t1
OG0007161	FBtr0081967	jg10794.t1	FBtr0362597	jg716.t1	jg2380.t1	jg8695.t1
OG0007162	FBtr0082005	jg10795.t1	FBtr0357740	jg715.t1	jg2381.t1	jg8696.t1
OG0007163	FBtr0082003	jg10796.t1	FBtr0360673	jg714.t1	jg2382.t1	jg8697.t1
OG0007164	FBtr0081968	jg10797.t1	FBtr0218501	jg713.t1	jg2383.t1	jg8698.t1
OG0007165	FBtr0081996	jg10798.t1	FBtr0362905	jg712.t1	jg2384.t1	jg8699.t1
OG0007166	FBtr0089338	jg10799.t1	FBtr0220732	jg711.t1	jg2385.t1	jg8700.t1
OG0007167	FBtr0081969	jg10800.t1	FBtr0218502	jg710.t1	jg2386.t1	jg8701.t1
OG0007168	FBtr0300691	jg10801.t1	FBtr0365183	jg709.t1	jg2387.t1	jg8702.t1
OG0007169	FBtr0081995	jg10802.t1	FBtr0220731	jg708.t1	jg2388.t1	jg8703.t1
OG0007170	FBtr0081971	jg10803.t1	FBtr0218505	jg707.t1	jg2389.t1	jg8704.t1
OG0007171	FBtr0081986	jg10806.t2	FBtr0220723	jg705.t1	jg2395.t1	jg8710.t1
OG0007172	FBtr0081973	jg10807.t1	FBtr0218507	jg704.t1	jg2396.t1	jg8711.t1
OG0007173	FBtr0081974	jg10808.t1	FBtr0218508	jg703.t1	jg2397.t1	jg8712.t1
OG0007174	FBtr0302133	jg10810.t1	FBtr0218510	jg701.t1	jg2399.t1	jg8714.t1
OG0007175	FBtr0081985	jg10811.t1	FBtr0220722	jg700.t1	jg2400.t1	jg8715.t1
OG0007176	FBtr0081984	jg10812.t1	FBtr0220721	jg699.t1	jg2401.t1	jg8716.t1
OG0007177	FBtr0081977	jg10813.t1	FBtr0218511	jg698.t1	jg2402.t1	jg8717.t1
OG0007178	FBtr0081978	jg10814.t1	FBtr0218512	jg697.t1	jg2403.t1	jg8718.t1
OG0007179	FBtr0081982	jg10815.t1	FBtr0220720	jg696.t1	jg2404.t1	jg8719.t1
OG0007180	FBtr0081981	jg10816.t1	FBtr0220719	jg695.t1	jg2405.t1	jg8720.t1
OG0007181	FBtr0081979	jg10817.t1	FBtr0218513	jg694.t1	jg2406.t1	jg8721.t1
OG0007182	FBtr0082055	jg10823.t1	FBtr0220714	jg690.t1	jg2409.t1	jg8725.t1
OG0007183	FBtr0082017	jg10824.t1	FBtr0218515	jg689.t1	jg2410.t1	jg8726.t1
