OG	Dtei	Dsim	Dyak	Dmel	Dsan
OG0007300.intron1	jg8768.t1.intron1	FBtr0218572.intron1	jg11809.t1.intron1	FBtr0273369.intron1	jg3833.t1.intron1
OG0007300.intron2	jg8768.t1.intron2	FBtr0218572.intron2	jg11809.t1.intron2	FBtr0273369.intron2	jg3833.t1.intron2
OG0007301.intron1	jg8769.t1.intron1	FBtr0220648.intron1	jg11810.t1.intron1	FBtr0082202.intron1	jg3834.t1.intron1
OG0007302.intron2	jg8770.t1.intron2	FBtr0218573.intron3	jg11811.t1.intron2	FBtr0082176.intron2	jg3835.t1.intron2
OG0007305.intron2	jg8777.t2.intron2	FBtr0348284.intron2	jg11815.t1.intron2	FBtr0308123.intron2	jg3839.t2.intron2
OG0007305.intron3	jg8777.t2.intron3	FBtr0348284.intron3	jg11815.t1.intron3	FBtr0308123.intron3	jg3839.t2.intron3
OG0007305.intron4	jg8777.t2.intron4	FBtr0348284.intron4	jg11815.t1.intron4	FBtr0308123.intron4	jg3839.t2.intron4
OG0007305.intron5	jg8777.t2.intron5	FBtr0348284.intron5	jg11815.t1.intron5	FBtr0308123.intron5	jg3839.t2.intron5
OG0007305.intron6	jg8777.t2.intron6	FBtr0348284.intron6	jg11815.t1.intron6	FBtr0308123.intron6	jg3839.t2.intron6
OG0007305.intron7	jg8777.t2.intron7	FBtr0348284.intron7	jg11815.t1.intron7	FBtr0308123.intron7	jg3839.t2.intron7
OG0007305.intron8	jg8777.t2.intron8	FBtr0348284.intron8	jg11815.t1.intron8	FBtr0308123.intron8	jg3839.t2.intron8
OG0007305.intron9	jg8777.t2.intron9	FBtr0348284.intron9	jg11815.t1.intron9	FBtr0308123.intron9	jg3839.t2.intron9
OG0007306.intron1	jg8778.t1.intron1	FBtr0218580.intron1	jg11816.t1.intron1	FBtr0082179.intron1	jg3840.t1.intron1
OG0007306.intron2	jg8778.t1.intron2	FBtr0218580.intron2	jg11816.t1.intron2	FBtr0082179.intron2	jg3840.t1.intron2
OG0007306.intron3	jg8778.t1.intron3	FBtr0218580.intron3	jg11816.t1.intron3	FBtr0082179.intron3	jg3840.t1.intron3
OG0007307.intron3	jg8780.t1.intron3	FBtr0220643.intron3	jg11818.t2.intron6	FBtr0082194.intron3	jg3842.t1.intron3
OG0007307.intron4	jg8780.t1.intron4	FBtr0220643.intron4	jg11818.t2.intron7	FBtr0082194.intron4	jg3842.t1.intron4
OG0007307.intron5	jg8780.t1.intron5	FBtr0220643.intron5	jg11818.t2.intron8	FBtr0082194.intron5	jg3842.t1.intron5
OG0007308.intron1	jg8782.t1.intron1	FBtr0364636.intron1	jg11820.t1.intron1	FBtr0082181.intron1	jg3845.t1.intron1
OG0007308.intron2	jg8782.t1.intron2	FBtr0364636.intron2	jg11820.t1.intron2	FBtr0082181.intron2	jg3845.t1.intron2
OG0007308.intron3	jg8782.t1.intron3	FBtr0364636.intron3	jg11820.t1.intron3	FBtr0082181.intron3	jg3845.t1.intron3
OG0007308.intron4	jg8782.t1.intron4	FBtr0364636.intron4	jg11820.t1.intron4	FBtr0082181.intron4	jg3845.t1.intron4
OG0007308.intron5	jg8782.t1.intron5	FBtr0364636.intron5	jg11820.t1.intron5	FBtr0082181.intron5	jg3845.t1.intron5
OG0007308.intron6	jg8782.t1.intron6	FBtr0364636.intron6	jg11820.t1.intron6	FBtr0082181.intron6	jg3845.t1.intron6
OG0007308.intron7	jg8782.t1.intron7	FBtr0364636.intron7	jg11820.t1.intron7	FBtr0082181.intron7	jg3845.t1.intron7
OG0007308.intron8	jg8782.t1.intron8	FBtr0364636.intron8	jg11820.t1.intron8	FBtr0082181.intron8	jg3845.t1.intron8
OG0007309.intron3	jg8783.t1.intron3	FBtr0349435.intron3	jg11821.t1.intron3	FBtr0082184.intron3	jg3846.t1.intron4
OG0007310.intron1	jg8784.t1.intron1	FBtr0357048.intron1	jg11822.t1.intron1	FBtr0306023.intron1	jg3847.t1.intron1
OG0007310.intron2	jg8784.t1.intron2	FBtr0357048.intron2	jg11822.t1.intron2	FBtr0306023.intron2	jg3847.t1.intron2
OG0007310.intron3	jg8784.t1.intron3	FBtr0357048.intron3	jg11822.t1.intron3	FBtr0306023.intron3	jg3847.t1.intron3
OG0007310.intron4	jg8784.t1.intron4	FBtr0357048.intron4	jg11822.t1.intron4	FBtr0306023.intron4	jg3847.t1.intron4
OG0007311.intron2	jg8785.t1.intron2	FBtr0350208.intron2	jg11823.t1.intron2	FBtr0337019.intron2	jg3848.t2.intron2
OG0007311.intron3	jg8785.t1.intron3	FBtr0350208.intron3	jg11823.t1.intron3	FBtr0337019.intron3	jg3848.t2.intron3
OG0007311.intron4	jg8785.t1.intron4	FBtr0350208.intron4	jg11823.t1.intron4	FBtr0337019.intron4	jg3848.t2.intron4
OG0007311.intron5	jg8785.t1.intron5	FBtr0350208.intron5	jg11823.t1.intron5	FBtr0337019.intron5	jg3848.t2.intron5
OG0007311.intron6	jg8785.t1.intron6	FBtr0350208.intron6	jg11823.t1.intron6	FBtr0337019.intron6	jg3848.t2.intron6
OG0007311.intron7	jg8785.t1.intron7	FBtr0350208.intron7	jg11823.t1.intron7	FBtr0337019.intron7	jg3848.t2.intron7
OG0007312.intron2	jg8788.t1.intron2	FBtr0365259.intron7	jg11826.t1.intron3	FBtr0100471.intron8	jg3851.t1.intron2
OG0007313.intron2	jg8787.t1.intron4	FBtr0220637.intron2	jg11825.t1.intron2	FBtr0082245.intron2	jg3850.t1.intron2
OG0007313.intron3	jg8787.t1.intron5	FBtr0220637.intron3	jg11825.t1.intron3	FBtr0082245.intron3	jg3850.t1.intron3
OG0007314.intron1	jg8790.t1.intron1	FBtr0350317.intron1	jg11827.t1.intron1	FBtr0110952.intron1	jg3852.t1.intron1
OG0007314.intron2	jg8790.t1.intron2	FBtr0350317.intron2	jg11827.t1.intron2	FBtr0110952.intron2	jg3852.t1.intron2
OG0007314.intron3	jg8790.t1.intron3	FBtr0350317.intron3	jg11827.t1.intron3	FBtr0110952.intron3	jg3852.t1.intron3
OG0007315.intron1	jg8791.t1.intron1	FBtr0352026.intron1	jg11828.t1.intron1	FBtr0110787.intron1	jg3853.t1.intron1
OG0007316.intron4	jg8792.t2.intron5	FBtr0356619.intron4	jg11829.t1.intron4	FBtr0345171.intron4	jg3854.t1.intron4
OG0007316.intron5	jg8792.t2.intron6	FBtr0356619.intron5	jg11829.t1.intron5	FBtr0345171.intron5	jg3854.t1.intron5
OG0007316.intron6	jg8792.t2.intron7	FBtr0356619.intron6	jg11829.t1.intron6	FBtr0345171.intron6	jg3854.t1.intron6
OG0007317.intron1	jg8793.t1.intron1	FBtr0347779.intron1	jg11830.t1.intron1	FBtr0082225.intron1	jg3855.t1.intron1
OG0007317.intron2	jg8793.t1.intron2	FBtr0347779.intron2	jg11830.t1.intron2	FBtr0082225.intron2	jg3855.t1.intron2
OG0007317.intron3	jg8793.t1.intron3	FBtr0347779.intron3	jg11830.t1.intron3	FBtr0082225.intron3	jg3855.t1.intron3
OG0007317.intron4	jg8793.t1.intron4	FBtr0347779.intron4	jg11830.t1.intron4	FBtr0082225.intron4	jg3855.t1.intron4
OG0007317.intron5	jg8793.t1.intron5	FBtr0347779.intron5	jg11830.t1.intron5	FBtr0082225.intron5	jg3855.t1.intron5
OG0007319.intron5	jg7583.t1.intron4	FBtr0348212.intron2	jg11832.t1.intron5	FBtr0337050.intron2	jg3858.t1.intron2
OG0007319.intron6	jg7583.t1.intron5	FBtr0348212.intron3	jg11832.t1.intron6	FBtr0337050.intron3	jg3858.t1.intron3
OG0007319.intron7	jg7583.t1.intron6	FBtr0348212.intron4	jg11832.t1.intron7	FBtr0337050.intron4	jg3858.t1.intron4
OG0007319.intron10	jg7583.t1.intron9	FBtr0348212.intron7	jg11832.t1.intron10	FBtr0337050.intron6	jg3858.t1.intron7
OG0007319.intron11	jg7583.t1.intron10	FBtr0348212.intron8	jg11832.t1.intron11	FBtr0337050.intron7	jg3858.t1.intron8
OG0007319.intron12	jg7583.t1.intron11	FBtr0348212.intron9	jg11832.t1.intron12	FBtr0337050.intron8	jg3858.t1.intron9
OG0007319.intron13	jg7583.t1.intron12	FBtr0348212.intron10	jg11832.t1.intron13	FBtr0337050.intron9	jg3858.t1.intron10
OG0007320.intron1	jg7581.t1.intron1	FBtr0220634.intron1	jg11833.t1.intron1	FBtr0082240.intron1	jg3859.t1.intron1
OG0007320.intron2	jg7581.t1.intron2	FBtr0220634.intron2	jg11833.t1.intron2	FBtr0082240.intron2	jg3859.t1.intron2
OG0007320.intron3	jg7581.t1.intron3	FBtr0220634.intron3	jg11833.t1.intron3	FBtr0082240.intron3	jg3859.t1.intron3
OG0007321.intron1	jg7580.t4.intron1	FBtr0350041.intron1	jg11834.t2.intron1	FBtr0331681.intron1	jg3860.t1.intron1
OG0007321.intron2	jg7580.t4.intron2	FBtr0350041.intron2	jg11834.t2.intron2	FBtr0331681.intron2	jg3860.t1.intron2
OG0007321.intron3	jg7580.t4.intron3	FBtr0350041.intron3	jg11834.t2.intron3	FBtr0331681.intron3	jg3860.t1.intron3
OG0007321.intron4	jg7580.t4.intron4	FBtr0350041.intron4	jg11834.t2.intron4	FBtr0331681.intron4	jg3860.t1.intron4
OG0007321.intron5	jg7580.t4.intron5	FBtr0350041.intron5	jg11834.t2.intron5	FBtr0331681.intron5	jg3860.t1.intron5
OG0007321.intron6	jg7580.t4.intron6	FBtr0350041.intron6	jg11834.t2.intron6	FBtr0331681.intron6	jg3860.t1.intron6
OG0007321.intron9	jg7580.t4.intron10	FBtr0350041.intron9	jg11834.t2.intron10	FBtr0331681.intron9	jg3860.t1.intron10
OG0007321.intron10	jg7580.t4.intron11	FBtr0350041.intron10	jg11834.t2.intron11	FBtr0331681.intron10	jg3860.t1.intron11
OG0007321.intron13	jg7580.t4.intron14	FBtr0350041.intron13	jg11834.t2.intron14	FBtr0331681.intron13	jg3860.t1.intron14
OG0007321.intron14	jg7580.t4.intron15	FBtr0350041.intron14	jg11834.t2.intron15	FBtr0331681.intron14	jg3860.t1.intron15
OG0007321.intron15	jg7580.t4.intron16	FBtr0350041.intron15	jg11834.t2.intron16	FBtr0331681.intron15	jg3860.t1.intron16
OG0007321.intron16	jg7580.t4.intron17	FBtr0350041.intron16	jg11834.t2.intron17	FBtr0331681.intron16	jg3860.t1.intron17
OG0007321.intron19	jg7580.t4.intron19	FBtr0350041.intron19	jg11834.t2.intron20	FBtr0331681.intron19	jg3860.t1.intron20
OG0007321.intron20	jg7580.t4.intron20	FBtr0350041.intron20	jg11834.t2.intron21	FBtr0331681.intron20	jg3860.t1.intron21
OG0007321.intron23	jg7580.t4.intron23	FBtr0350041.intron23	jg11834.t2.intron24	FBtr0331681.intron23	jg3860.t1.intron24
OG0007321.intron24	jg7580.t4.intron24	FBtr0350041.intron24	jg11834.t2.intron25	FBtr0331681.intron24	jg3860.t1.intron25
OG0007321.intron25	jg7580.t4.intron25	FBtr0350041.intron25	jg11834.t2.intron26	FBtr0331681.intron25	jg3860.t1.intron26
OG0007321.intron26	jg7580.t4.intron26	FBtr0350041.intron26	jg11834.t2.intron27	FBtr0331681.intron26	jg3860.t1.intron27
OG0007321.intron27	jg7580.t4.intron27	FBtr0350041.intron27	jg11834.t2.intron28	FBtr0331681.intron27	jg3860.t1.intron28
OG0007321.intron28	jg7580.t4.intron28	FBtr0350041.intron28	jg11834.t2.intron29	FBtr0331681.intron28	jg3860.t1.intron29
OG0007321.intron29	jg7580.t4.intron29	FBtr0350041.intron29	jg11834.t2.intron30	FBtr0331681.intron29	jg3860.t1.intron30
OG0007321.intron30	jg7580.t4.intron30	FBtr0350041.intron30	jg11834.t2.intron31	FBtr0331681.intron30	jg3860.t1.intron31
OG0007321.intron31	jg7580.t4.intron31	FBtr0350041.intron31	jg11834.t2.intron32	FBtr0331681.intron31	jg3860.t1.intron32
OG0007322.intron1	jg7579.t1.intron1	FBtr0218595.intron1	jg11835.t1.intron1	FBtr0082230.intron1	jg3861.t1.intron1
OG0007322.intron2	jg7579.t1.intron2	FBtr0218595.intron2	jg11835.t1.intron2	FBtr0082230.intron2	jg3861.t1.intron2
OG0007325.intron1	jg7575.t1.intron1	FBtr0218600.intron1	jg11839.t1.intron1	FBtr0082237.intron1	jg3865.t1.intron1
OG0007325.intron2	jg7575.t1.intron2	FBtr0218600.intron2	jg11839.t1.intron2	FBtr0082237.intron2	jg3865.t1.intron2
OG0007326.intron6	jg7574.t2.intron6	FBtr0349046.intron5	jg11840.t1.intron6	FBtr0337105.intron5	jg3866.t2.intron6
OG0007326.intron7	jg7574.t2.intron7	FBtr0349046.intron6	jg11840.t1.intron7	FBtr0337105.intron6	jg3866.t2.intron7
OG0007326.intron8	jg7574.t2.intron8	FBtr0349046.intron7	jg11840.t1.intron8	FBtr0337105.intron7	jg3866.t2.intron8
OG0007326.intron9	jg7574.t2.intron9	FBtr0349046.intron8	jg11840.t1.intron9	FBtr0337105.intron8	jg3866.t2.intron9
OG0007327.intron2	jg7573.t1.intron2	FBtr0218601.intron2	jg11841.t1.intron2	FBtr0082246.intron2	jg3868.t1.intron2
OG0007327.intron3	jg7573.t1.intron3	FBtr0218601.intron3	jg11841.t1.intron3	FBtr0082246.intron3	jg3868.t1.intron3
OG0007328.intron1	jg7571.t1.intron1	FBtr0220632.intron1	jg11842.t1.intron1	FBtr0082260.intron1	jg3869.t1.intron1
OG0007328.intron2	jg7571.t1.intron2	FBtr0220632.intron2	jg11842.t1.intron2	FBtr0082260.intron2	jg3869.t1.intron2
OG0007328.intron3	jg7571.t1.intron3	FBtr0220632.intron3	jg11842.t1.intron3	FBtr0082260.intron3	jg3869.t1.intron3
OG0007328.intron4	jg7571.t1.intron4	FBtr0220632.intron4	jg11842.t1.intron4	FBtr0082260.intron4	jg3869.t1.intron4
OG0007328.intron5	jg7571.t1.intron5	FBtr0220632.intron5	jg11842.t1.intron5	FBtr0082260.intron5	jg3869.t1.intron5
OG0007328.intron6	jg7571.t1.intron6	FBtr0220632.intron6	jg11842.t1.intron6	FBtr0082260.intron6	jg3869.t1.intron6
OG0007329.intron1	jg7569.t1.intron1	FBtr0218603.intron1	jg11844.t1.intron1	FBtr0082248.intron1	jg3871.t1.intron1
OG0007329.intron2	jg7569.t1.intron2	FBtr0218603.intron2	jg11844.t1.intron2	FBtr0082248.intron2	jg3871.t1.intron2
OG0007331.intron4	jg7567.t1.intron4	FBtr0364173.intron4	jg11846.t1.intron3	FBtr0301283.intron4	jg3873.t1.intron4
OG0007331.intron5	jg7567.t1.intron5	FBtr0364173.intron5	jg11846.t1.intron4	FBtr0301283.intron5	jg3873.t1.intron5
OG0007332.intron1	jg7563.t1.intron1	FBtr0220628.intron1	jg11848.t1.intron1	FBtr0082255.intron1	jg3877.t1.intron1
OG0007332.intron2	jg7563.t1.intron2	FBtr0220628.intron2	jg11848.t1.intron2	FBtr0082255.intron2	jg3877.t1.intron2
OG0007332.intron3	jg7563.t1.intron3	FBtr0220628.intron3	jg11848.t1.intron3	FBtr0082255.intron3	jg3877.t1.intron3
OG0007332.intron6	jg7563.t1.intron6	FBtr0220628.intron6	jg11848.t1.intron6	FBtr0082255.intron6	jg3877.t1.intron6
OG0007332.intron7	jg7563.t1.intron7	FBtr0220628.intron7	jg11848.t1.intron7	FBtr0082255.intron7	jg3877.t1.intron7
OG0007332.intron8	jg7563.t1.intron8	FBtr0220628.intron8	jg11848.t1.intron8	FBtr0082255.intron8	jg3877.t1.intron8
OG0007332.intron9	jg7563.t1.intron9	FBtr0220628.intron9	jg11848.t1.intron9	FBtr0082255.intron9	jg3877.t1.intron9
OG0007332.intron10	jg7563.t1.intron10	FBtr0220628.intron10	jg11848.t1.intron10	FBtr0082255.intron10	jg3877.t1.intron10
OG0007332.intron11	jg7563.t1.intron11	FBtr0220628.intron11	jg11848.t1.intron11	FBtr0082255.intron11	jg3877.t1.intron11
OG0007332.intron12	jg7563.t1.intron12	FBtr0220628.intron12	jg11848.t1.intron12	FBtr0082255.intron12	jg3877.t1.intron12
OG0007332.intron13	jg7563.t1.intron13	FBtr0220628.intron13	jg11848.t1.intron13	FBtr0082255.intron13	jg3877.t1.intron13
OG0007334.intron1	jg7559.t1.intron1	FBtr0360085.intron1	jg11853.t1.intron1	FBtr0305666.intron1	jg3884.t1.intron1
OG0007334.intron2	jg7559.t1.intron2	FBtr0360085.intron2	jg11853.t1.intron2	FBtr0305666.intron2	jg3884.t1.intron2
OG0007334.intron3	jg7559.t1.intron3	FBtr0360085.intron3	jg11853.t1.intron3	FBtr0305666.intron3	jg3884.t1.intron3
OG0007334.intron4	jg7559.t1.intron4	FBtr0360085.intron4	jg11853.t1.intron4	FBtr0305666.intron4	jg3884.t1.intron4
OG0007334.intron5	jg7559.t1.intron5	FBtr0360085.intron5	jg11853.t1.intron5	FBtr0305666.intron5	jg3884.t1.intron5
OG0007334.intron6	jg7559.t1.intron6	FBtr0360085.intron6	jg11853.t1.intron6	FBtr0305666.intron6	jg3884.t1.intron6
OG0007335.intron2	jg7556.t1.intron2	FBtr0218612.intron3	jg11856.t1.intron2	FBtr0082264.intron3	jg3887.t1.intron2
OG0007335.intron3	jg7556.t1.intron3	FBtr0218612.intron4	jg11856.t1.intron3	FBtr0082264.intron4	jg3887.t1.intron3
OG0007335.intron4	jg7556.t1.intron4	FBtr0218612.intron5	jg11856.t1.intron4	FBtr0082264.intron5	jg3887.t1.intron4
OG0007341.intron1	jg7547.t1.intron1	FBtr0364182.intron1	jg11864.t1.intron1	FBtr0112789.intron1	jg3895.t1.intron1
OG0007341.intron2	jg7547.t1.intron2	FBtr0364182.intron2	jg11864.t1.intron2	FBtr0112789.intron2	jg3895.t1.intron2
OG0007341.intron3	jg7547.t1.intron3	FBtr0364182.intron3	jg11864.t1.intron3	FBtr0112789.intron3	jg3895.t1.intron3
OG0007342.intron1	jg7545.t1.intron1	FBtr0220617.intron1	jg11866.t1.intron1	FBtr0082312.intron1	jg3897.t1.intron1
OG0007342.intron2	jg7545.t1.intron2	FBtr0220617.intron2	jg11866.t1.intron2	FBtr0082312.intron2	jg3897.t1.intron2
OG0007342.intron3	jg7545.t1.intron3	FBtr0220617.intron3	jg11866.t1.intron3	FBtr0082312.intron3	jg3897.t1.intron3
OG0007342.intron4	jg7545.t1.intron4	FBtr0220617.intron4	jg11866.t1.intron4	FBtr0082312.intron4	jg3897.t1.intron4
OG0007342.intron5	jg7545.t1.intron5	FBtr0220617.intron5	jg11866.t1.intron5	FBtr0082312.intron5	jg3897.t1.intron5
OG0007342.intron6	jg7545.t1.intron6	FBtr0220617.intron6	jg11866.t1.intron6	FBtr0082312.intron6	jg3897.t1.intron6
OG0007342.intron7	jg7545.t1.intron7	FBtr0220617.intron7	jg11866.t1.intron7	FBtr0082312.intron7	jg3897.t1.intron7
OG0007342.intron8	jg7545.t1.intron8	FBtr0220617.intron8	jg11866.t1.intron8	FBtr0082312.intron8	jg3897.t1.intron8
OG0007343.intron1	jg7544.t1.intron1	FBtr0220616.intron1	jg11867.t1.intron1	FBtr0082311.intron1	jg3898.t1.intron1
OG0007344.intron2	jg7543.t2.intron2	FBtr0352726.intron2	jg11868.t1.intron2	FBtr0301310.intron2	jg3899.t2.intron2
OG0007344.intron3	jg7543.t2.intron3	FBtr0352726.intron3	jg11868.t1.intron3	FBtr0301310.intron3	jg3899.t2.intron3
OG0007345.intron1	jg7542.t1.intron1	FBtr0220615.intron1	jg11869.t1.intron1	FBtr0082310.intron1	jg3900.t1.intron1
OG0007346.intron1	jg7539.t1.intron1	FBtr0218617.intron1	jg11874.t1.intron1	FBtr0082274.intron1	jg3904.t1.intron1
OG0007346.intron2	jg7539.t1.intron2	FBtr0218617.intron2	jg11874.t1.intron2	FBtr0082274.intron2	jg3904.t1.intron2
OG0007346.intron3	jg7539.t1.intron3	FBtr0218617.intron3	jg11874.t1.intron3	FBtr0082274.intron3	jg3904.t1.intron3
OG0007346.intron4	jg7539.t1.intron4	FBtr0218617.intron4	jg11874.t1.intron4	FBtr0082274.intron4	jg3904.t1.intron4
OG0007347.intron1	jg7538.t1.intron1	FBtr0354283.intron1	jg11875.t1.intron1	FBtr0302274.intron1	jg3905.t1.intron1
OG0007347.intron2	jg7538.t1.intron2	FBtr0354283.intron2	jg11875.t1.intron2	FBtr0302274.intron2	jg3905.t1.intron2
OG0007347.intron3	jg7538.t1.intron3	FBtr0354283.intron3	jg11875.t1.intron3	FBtr0302274.intron3	jg3905.t1.intron3
OG0007348.intron1	jg7537.t1.intron1	FBtr0354783.intron1	jg11876.t1.intron1	FBtr0302273.intron1	jg3906.t1.intron1
OG0007348.intron2	jg7537.t1.intron2	FBtr0354783.intron2	jg11876.t1.intron2	FBtr0302273.intron2	jg3906.t1.intron2
OG0007348.intron3	jg7537.t1.intron3	FBtr0354783.intron3	jg11876.t1.intron3	FBtr0302273.intron3	jg3906.t1.intron3
OG0007349.intron1	jg7535.t1.intron1	FBtr0362322.intron1	jg11878.t1.intron1	FBtr0082304.intron1	jg3908.t1.intron1
OG0007349.intron2	jg7535.t1.intron2	FBtr0362322.intron2	jg11878.t1.intron2	FBtr0082304.intron2	jg3908.t1.intron2
OG0007349.intron3	jg7535.t1.intron3	FBtr0362322.intron3	jg11878.t1.intron3	FBtr0082304.intron3	jg3908.t1.intron3
OG0007350.intron1	jg7534.t1.intron1	FBtr0218619.intron1	jg11879.t1.intron1	FBtr0082279.intron1	jg3909.t1.intron1
OG0007350.intron2	jg7534.t1.intron2	FBtr0218619.intron2	jg11879.t1.intron2	FBtr0082279.intron2	jg3909.t1.intron2
OG0007350.intron3	jg7534.t1.intron3	FBtr0218619.intron3	jg11879.t1.intron3	FBtr0082279.intron3	jg3909.t1.intron3
OG0007353.intron2	jg7531.t1.intron2	FBtr0220609.intron2	jg11882.t1.intron1	FBtr0336710.intron2	jg3912.t1.intron2
OG0007353.intron4	jg7531.t1.intron4	FBtr0220609.intron4	jg11882.t1.intron1	FBtr0336710.intron4	jg3912.t1.intron4
OG0007354.intron1	jg7530.t1.intron1	FBtr0353225.intron1	jg11883.t1.intron1	FBtr0082281.intron1	jg3913.t1.intron1
OG0007354.intron2	jg7530.t1.intron2	FBtr0353225.intron2	jg11883.t1.intron2	FBtr0082281.intron2	jg3913.t1.intron2
OG0007354.intron3	jg7530.t1.intron3	FBtr0353225.intron3	jg11883.t1.intron3	FBtr0082281.intron3	jg3913.t1.intron3
OG0007355.intron1	jg7528.t2.intron1	FBtr0355677.intron1	jg11884.t1.intron2	FBtr0304665.intron1	jg3914.t2.intron2
OG0007355.intron2	jg7528.t2.intron2	FBtr0355677.intron2	jg11884.t1.intron3	FBtr0304665.intron2	jg3914.t2.intron3
OG0007355.intron3	jg7528.t2.intron3	FBtr0355677.intron3	jg11884.t1.intron4	FBtr0304665.intron3	jg3914.t2.intron4
OG0007355.intron4	jg7528.t2.intron4	FBtr0355677.intron4	jg11884.t1.intron5	FBtr0304665.intron4	jg3914.t2.intron5
OG0007355.intron5	jg7528.t2.intron5	FBtr0355677.intron5	jg11884.t1.intron6	FBtr0304665.intron5	jg3914.t2.intron6
OG0007355.intron6	jg7528.t2.intron6	FBtr0355677.intron6	jg11884.t1.intron7	FBtr0304665.intron6	jg3914.t2.intron7
OG0007355.intron9	jg7528.t2.intron9	FBtr0355677.intron9	jg11884.t1.intron10	FBtr0304665.intron9	jg3914.t2.intron10
OG0007355.intron10	jg7528.t2.intron10	FBtr0355677.intron10	jg11884.t1.intron11	FBtr0304665.intron10	jg3914.t2.intron11
OG0007358.intron1	jg7524.t1.intron1	FBtr0218629.intron1	jg11887.t1.intron1	FBtr0082286.intron1	jg3918.t1.intron1
OG0007361.intron1	jg7518.t1.intron3	FBtr0220604.intron1	jg11893.t1.intron1	FBtr0082290.intron1	jg3924.t1.intron1
OG0007362.intron1	jg7517.t1.intron1	FBtr0218632.intron1	jg11894.t1.intron1	FBtr0082289.intron1	jg3925.t1.intron1
OG0007365.intron1	jg7512.t1.intron1	FBtr0220601.intron1	jg11898.t1.intron1	FBtr0082332.intron1	jg3930.t1.intron1
OG0007365.intron2	jg7512.t1.intron2	FBtr0220601.intron2	jg11898.t1.intron2	FBtr0082332.intron2	jg3930.t1.intron2
OG0007365.intron3	jg7512.t1.intron3	FBtr0220601.intron3	jg11898.t1.intron3	FBtr0082332.intron3	jg3930.t1.intron3
OG0007366.intron2	jg7508.t1.intron1	FBtr0218634.intron2	jg11902.t1.intron1	FBtr0082325.intron2	jg3934.t1.intron2
OG0007368.intron1	jg7509.t1.intron1	FBtr0360418.intron1	jg11901.t1.intron1	FBtr0082329.intron1	jg3933.t1.intron1
OG0007368.intron4	jg7509.t1.intron4	FBtr0360418.intron4	jg11901.t1.intron4	FBtr0082329.intron4	jg3933.t1.intron4
OG0007368.intron5	jg7509.t1.intron5	FBtr0360418.intron5	jg11901.t1.intron5	FBtr0082329.intron5	jg3933.t1.intron5
OG0007369.intron2	jg7506.t1.intron2	FBtr0218636.intron2	jg11903.t1.intron2	FBtr0082326.intron2	jg3935.t1.intron2
OG0007370.intron1	jg7505.t1.intron1	FBtr0348276.intron1	jg11904.t1.intron1	FBtr0110808.intron1	jg3936.t1.intron1
OG0007370.intron4	jg7505.t1.intron4	FBtr0348276.intron4	jg11904.t1.intron4	FBtr0110808.intron4	jg3936.t1.intron4
OG0007370.intron5	jg7505.t1.intron5	FBtr0348276.intron5	jg11904.t1.intron5	FBtr0110808.intron5	jg3936.t1.intron5
OG0007370.intron6	jg7505.t1.intron6	FBtr0348276.intron6	jg11904.t1.intron6	FBtr0110808.intron6	jg3936.t1.intron6
OG0007370.intron7	jg7505.t1.intron7	FBtr0348276.intron7	jg11904.t1.intron7	FBtr0110808.intron7	jg3936.t1.intron7
OG0007370.intron8	jg7505.t1.intron8	FBtr0348276.intron8	jg11904.t1.intron8	FBtr0110808.intron8	jg3936.t1.intron8
OG0007370.intron9	jg7505.t1.intron9	FBtr0348276.intron9	jg11904.t1.intron9	FBtr0110808.intron9	jg3936.t1.intron9
OG0007370.intron10	jg7505.t1.intron10	FBtr0348276.intron10	jg11904.t1.intron10	FBtr0110808.intron10	jg3936.t1.intron10
OG0007370.intron11	jg7505.t1.intron11	FBtr0348276.intron11	jg11904.t1.intron11	FBtr0110808.intron11	jg3936.t1.intron11
OG0007370.intron12	jg7505.t1.intron12	FBtr0348276.intron12	jg11904.t1.intron12	FBtr0110808.intron12	jg3936.t1.intron12
OG0007370.intron13	jg7505.t1.intron13	FBtr0348276.intron13	jg11904.t1.intron13	FBtr0110808.intron13	jg3936.t1.intron13
OG0007370.intron14	jg7505.t1.intron14	FBtr0348276.intron14	jg11904.t1.intron14	FBtr0110808.intron14	jg3936.t1.intron14
OG0007370.intron15	jg7505.t1.intron15	FBtr0348276.intron15	jg11904.t1.intron15	FBtr0110808.intron15	jg3936.t1.intron15
OG0007371.intron1	jg7503.t1.intron1	FBtr0220597.intron1	jg11906.t1.intron1	FBtr0082380.intron1	jg3938.t1.intron1
OG0007374.intron2	jg7493.t1.intron2	FBtr0353861.intron2	jg11917.t1.intron2	FBtr0113219.intron2	jg3949.t1.intron2
OG0007374.intron3	jg7493.t1.intron3	FBtr0353861.intron3	jg11917.t1.intron3	FBtr0113219.intron3	jg3949.t1.intron3
OG0007374.intron4	jg7493.t1.intron4	FBtr0353861.intron4	jg11917.t1.intron4	FBtr0113219.intron4	jg3949.t1.intron4
OG0007374.intron5	jg7493.t1.intron5	FBtr0353861.intron5	jg11917.t1.intron5	FBtr0113219.intron5	jg3949.t1.intron5
OG0007376.intron5	jg7490.t1.intron2	FBtr0220588.intron2	jg11920.t1.intron5	FBtr0082371.intron2	jg3952.t1.intron5
