OG	Dsan_STOCAGO1482	Dsim_w501	Dtei_GT53w	Dyak_NY73PB	Dmel_ISO1
OG0005882.intron4	jg2388.t1.intron5	FBtr0362115.intron6	jg5457.t1.intron5	jg6419.t1.intron4	FBtr0075997.intron4
OG0005883.intron1	jg2387.t1.intron1	FBtr0212655.intron1	jg5458.t1.intron1	jg6420.t1.intron1	FBtr0076022.intron1
OG0005883.intron2	jg2387.t1.intron2	FBtr0212655.intron2	jg5458.t1.intron2	jg6420.t1.intron2	FBtr0076022.intron2
OG0005883.intron3	jg2387.t1.intron3	FBtr0212655.intron3	jg5458.t1.intron3	jg6420.t1.intron3	FBtr0076022.intron3
OG0005884.intron4	jg2385.t2.intron3	FBtr0352494.intron4	jg5461.t1.intron3	jg6424.t1.intron2	FBtr0075998.intron4
OG0005884.intron5	jg2385.t2.intron4	FBtr0352494.intron5	jg5461.t1.intron4	jg6424.t1.intron3	FBtr0075998.intron5
OG0005884.intron7	jg2385.t2.intron6	FBtr0352494.intron7	jg5461.t1.intron6	jg6424.t1.intron5	FBtr0075998.intron7
OG0005884.intron8	jg2385.t2.intron7	FBtr0352494.intron8	jg5461.t1.intron7	jg6424.t1.intron6	FBtr0075998.intron8
OG0005884.intron9	jg2385.t2.intron8	FBtr0352494.intron9	jg5461.t1.intron8	jg6424.t1.intron7	FBtr0075998.intron9
OG0005884.intron10	jg2385.t2.intron9	FBtr0352494.intron10	jg5461.t1.intron9	jg6424.t1.intron8	FBtr0075998.intron10
OG0005884.intron11	jg2385.t2.intron10	FBtr0352494.intron11	jg5461.t1.intron10	jg6424.t1.intron9	FBtr0075998.intron11
OG0005886.intron1	jg2383.t1.intron1	FBtr0361114.intron1	jg5463.t1.intron1	jg6426.t1.intron1	FBtr0076020.intron1
OG0005886.intron2	jg2383.t1.intron2	FBtr0361114.intron2	jg5463.t1.intron2	jg6426.t1.intron2	FBtr0076020.intron2
OG0005887.intron2	jg2381.t1.intron2	FBtr0214275.intron2	jg5465.t1.intron2	jg6427.t1.intron6	FBtr0290130.intron2
OG0005887.intron3	jg2381.t1.intron3	FBtr0214275.intron3	jg5465.t1.intron3	jg6427.t1.intron7	FBtr0290130.intron3
OG0005888.intron1	jg2379.t1.intron1	FBtr0212652.intron1	jg5467.t1.intron1	jg6429.t1.intron1	FBtr0076019.intron1
OG0005890.intron6	jg2377.t1.intron6	FBtr0349905.intron3	jg5469.t1.intron6	jg6431.t1.intron2	FBtr0076018.intron3
OG0005890.intron7	jg2377.t1.intron7	FBtr0349905.intron4	jg5469.t1.intron7	jg6431.t1.intron3	FBtr0076018.intron4
OG0005891.intron1	jg2376.t1.intron1	FBtr0212648.intron1	jg5470.t1.intron1	jg6432.t1.intron1	FBtr0076016.intron1
OG0005891.intron2	jg2376.t1.intron2	FBtr0212648.intron2	jg5470.t1.intron2	jg6432.t1.intron2	FBtr0076016.intron2
OG0005892.intron1	jg2375.t1.intron1	FBtr0212646.intron1	jg5472.t1.intron1	jg6433.t1.intron1	FBtr0301054.intron1
OG0005892.intron2	jg2375.t1.intron2	FBtr0212646.intron2	jg5472.t1.intron2	jg6433.t1.intron2	FBtr0301054.intron2
OG0005892.intron3	jg2375.t1.intron3	FBtr0212646.intron3	jg5472.t1.intron3	jg6433.t1.intron3	FBtr0301054.intron3
OG0005892.intron4	jg2375.t1.intron4	FBtr0212646.intron4	jg5472.t1.intron4	jg6433.t1.intron4	FBtr0301054.intron4
OG0005892.intron5	jg2375.t1.intron5	FBtr0212646.intron5	jg5472.t1.intron5	jg6433.t1.intron5	FBtr0301054.intron5
OG0005892.intron6	jg2375.t1.intron6	FBtr0212646.intron6	jg5472.t1.intron6	jg6433.t1.intron6	FBtr0301054.intron6
OG0005892.intron7	jg2375.t1.intron7	FBtr0212646.intron7	jg5472.t1.intron7	jg6433.t1.intron7	FBtr0301054.intron7
OG0005893.intron1	jg2373.t1.intron1	FBtr0214279.intron1	jg5473.t1.intron1	jg6434.t1.intron1	FBtr0076006.intron1
OG0005895.intron1	jg2371.t1.intron1	FBtr0362748.intron1	jg5475.t1.intron1	jg6436.t1.intron1	FBtr0346393.intron1
OG0005895.intron2	jg2371.t1.intron2	FBtr0362748.intron2	jg5475.t1.intron2	jg6436.t1.intron2	FBtr0346393.intron2
OG0005896.intron1	jg2369.t1.intron1	FBtr0360615.intron1	jg5477.t1.intron1	jg6438.t1.intron1	FBtr0076007.intron1
OG0005896.intron2	jg2369.t1.intron2	FBtr0360615.intron2	jg5477.t1.intron2	jg6438.t1.intron2	FBtr0076007.intron2
OG0005897.intron2	jg2367.t1.intron3	FBtr0212640.intron3	jg5479.t1.intron2	jg6440.t1.intron2	FBtr0301071.intron3
OG0005897.intron3	jg2367.t1.intron4	FBtr0212640.intron4	jg5479.t1.intron3	jg6440.t1.intron3	FBtr0301071.intron4
OG0005897.intron4	jg2367.t1.intron5	FBtr0212640.intron5	jg5479.t1.intron4	jg6440.t1.intron4	FBtr0301071.intron5
OG0005898.intron5	jg2365.t1.intron5	FBtr0214283.intron2	jg5482.t1.intron3	jg6442.t1.intron3	FBtr0075953.intron2
OG0005899.intron1	jg2364.t1.intron1	FBtr0214284.intron1	jg5483.t1.intron1	jg6443.t1.intron1	FBtr0075954.intron1
OG0005899.intron2	jg2364.t1.intron2	FBtr0214284.intron2	jg5483.t1.intron2	jg6443.t1.intron2	FBtr0075954.intron2
OG0005900.intron1	jg2363.t1.intron1	FBtr0212637.intron1	jg5484.t1.intron1	jg6444.t1.intron1	FBtr0330069.intron1
OG0005900.intron2	jg2363.t1.intron2	FBtr0212637.intron2	jg5484.t1.intron2	jg6444.t1.intron2	FBtr0330069.intron2
OG0005900.intron3	jg2363.t1.intron3	FBtr0212637.intron3	jg5484.t1.intron3	jg6444.t1.intron3	FBtr0330069.intron3
OG0005901.intron1	jg2361.t1.intron1	FBtr0212635.intron1	jg5486.t1.intron1	jg6446.t1.intron1	FBtr0075986.intron1
OG0005901.intron2	jg2361.t1.intron2	FBtr0212635.intron2	jg5486.t1.intron2	jg6446.t1.intron2	FBtr0075986.intron2
OG0005901.intron5	jg2361.t1.intron5	FBtr0212635.intron5	jg5486.t1.intron5	jg6446.t1.intron5	FBtr0075986.intron5
OG0005901.intron6	jg2361.t1.intron6	FBtr0212635.intron6	jg5486.t1.intron6	jg6446.t1.intron6	FBtr0075986.intron6
OG0005901.intron7	jg2361.t1.intron7	FBtr0212635.intron7	jg5486.t1.intron7	jg6446.t1.intron7	FBtr0075986.intron7
OG0005901.intron8	jg2361.t1.intron8	FBtr0212635.intron8	jg5486.t1.intron8	jg6446.t1.intron8	FBtr0075986.intron8
OG0005901.intron9	jg2361.t1.intron9	FBtr0212635.intron9	jg5486.t1.intron9	jg6446.t1.intron9	FBtr0075986.intron9
OG0005901.intron10	jg2361.t1.intron10	FBtr0212635.intron10	jg5486.t1.intron10	jg6446.t1.intron10	FBtr0075986.intron10
OG0005901.intron11	jg2361.t1.intron11	FBtr0212635.intron11	jg5486.t1.intron11	jg6446.t1.intron11	FBtr0075986.intron11
OG0005902.intron1	jg2360.t1.intron1	FBtr0212634.intron1	jg5487.t1.intron1	jg6447.t1.intron1	FBtr0075985.intron1
OG0005902.intron2	jg2360.t1.intron2	FBtr0212634.intron2	jg5487.t1.intron2	jg6447.t1.intron2	FBtr0075985.intron2
OG0005902.intron3	jg2360.t1.intron3	FBtr0212634.intron3	jg5487.t1.intron3	jg6447.t1.intron3	FBtr0075985.intron3
OG0005902.intron4	jg2360.t1.intron4	FBtr0212634.intron4	jg5487.t1.intron4	jg6447.t1.intron4	FBtr0075985.intron4
OG0005903.intron1	jg2359.t1.intron1	FBtr0355064.intron1	jg5488.t1.intron1	jg6448.t1.intron1	FBtr0075982.intron1
OG0005903.intron2	jg2359.t1.intron2	FBtr0355064.intron2	jg5488.t1.intron2	jg6448.t1.intron2	FBtr0075982.intron2
OG0005903.intron3	jg2359.t1.intron3	FBtr0355064.intron3	jg5488.t1.intron3	jg6448.t1.intron3	FBtr0075982.intron3
OG0005903.intron6	jg2359.t1.intron6	FBtr0355064.intron5	jg5488.t1.intron5	jg6448.t1.intron6	FBtr0075982.intron5
OG0005903.intron7	jg2359.t1.intron7	FBtr0355064.intron6	jg5488.t1.intron6	jg6448.t1.intron7	FBtr0075982.intron6
OG0005904.intron1	jg2358.t1.intron1	FBtr0212632.intron1	jg5489.t1.intron1	jg6449.t1.intron1	FBtr0075981.intron1
OG0005904.intron2	jg2358.t1.intron2	FBtr0212632.intron2	jg5489.t1.intron2	jg6449.t1.intron2	FBtr0075981.intron2
OG0005904.intron3	jg2358.t1.intron3	FBtr0212632.intron3	jg5489.t1.intron3	jg6449.t1.intron3	FBtr0075981.intron3
OG0005905.intron3	jg2357.t1.intron4	FBtr0212631.intron3	jg5491.t1.intron3	jg6450.t1.intron5	FBtr0075980.intron3
OG0005905.intron4	jg2357.t1.intron5	FBtr0212631.intron4	jg5491.t1.intron4	jg6450.t1.intron6	FBtr0075980.intron4
OG0005905.intron5	jg2357.t1.intron6	FBtr0212631.intron5	jg5491.t1.intron5	jg6450.t1.intron7	FBtr0075980.intron5
OG0005906.intron2	jg2356.t1.intron2	FBtr0353821.intron2	jg5493.t1.intron2	jg6451.t1.intron2	FBtr0075979.intron2
OG0005906.intron3	jg2356.t1.intron3	FBtr0353821.intron3	jg5493.t1.intron3	jg6451.t1.intron3	FBtr0075979.intron3
OG0005906.intron4	jg2356.t1.intron4	FBtr0353821.intron4	jg5493.t1.intron4	jg6451.t1.intron4	FBtr0075979.intron4
OG0005907.intron1	jg2355.t1.intron1	FBtr0214289.intron1	jg5494.t1.intron1	jg6452.t1.intron1	FBtr0308896.intron1
OG0005907.intron2	jg2355.t1.intron2	FBtr0214289.intron2	jg5494.t1.intron2	jg6452.t1.intron2	FBtr0308896.intron2
OG0005907.intron3	jg2355.t1.intron3	FBtr0214289.intron3	jg5494.t1.intron3	jg6452.t1.intron3	FBtr0308896.intron3
OG0005908.intron1	jg2354.t1.intron1	FBtr0212628.intron1	jg5495.t1.intron1	jg6453.t1.intron1	FBtr0113167.intron1
OG0005908.intron5	jg2354.t1.intron5	FBtr0212628.intron4	jg5495.t1.intron4	jg6453.t1.intron4	FBtr0113167.intron4
OG0005908.intron6	jg2354.t1.intron6	FBtr0212628.intron5	jg5495.t1.intron5	jg6453.t1.intron5	FBtr0113167.intron5
OG0005908.intron7	jg2354.t1.intron7	FBtr0212628.intron6	jg5495.t1.intron6	jg6453.t1.intron6	FBtr0113167.intron6
OG0005909.intron1	jg2353.t1.intron1	FBtr0212626.intron1	jg5496.t1.intron1	jg6454.t1.intron1	FBtr0075976.intron1
OG0005909.intron2	jg2353.t1.intron2	FBtr0212626.intron2	jg5496.t1.intron2	jg6454.t1.intron2	FBtr0075976.intron2
OG0005909.intron3	jg2353.t1.intron3	FBtr0212626.intron3	jg5496.t1.intron3	jg6454.t1.intron3	FBtr0075976.intron3
OG0005909.intron4	jg2353.t1.intron4	FBtr0212626.intron4	jg5496.t1.intron4	jg6454.t1.intron4	FBtr0075976.intron4
OG0005909.intron5	jg2353.t1.intron5	FBtr0212626.intron5	jg5496.t1.intron5	jg6454.t1.intron5	FBtr0075976.intron5
OG0005910.intron3	jg2352.t1.intron3	FBtr0212625.intron2	jg5497.t1.intron6	jg6455.t1.intron3	FBtr0075975.intron2
OG0005910.intron4	jg2352.t1.intron4	FBtr0212625.intron3	jg5497.t1.intron7	jg6455.t1.intron4	FBtr0075975.intron3
OG0005912.intron1	jg2349.t1.intron1	FBtr0217487.intron1	jg5499.t1.intron1	jg6458.t1.intron1	FBtr0075972.intron1
OG0005913.intron1	jg2348.t1.intron1	FBtr0214292.intron1	jg5500.t1.intron1	jg6459.t1.intron1	FBtr0075958.intron1
OG0005914.intron1	jg2347.t1.intron1	FBtr0212622.intron1	jg5501.t1.intron1	jg6460.t1.intron1	FBtr0332644.intron1
OG0005915.intron1	jg2346.t1.intron1	FBtr0363637.intron1	jg5502.t1.intron1	jg6461.t1.intron1	FBtr0332643.intron1
OG0005915.intron5	jg2346.t1.intron5	FBtr0363637.intron4	jg5502.t1.intron4	jg6461.t1.intron4	FBtr0332643.intron4
OG0005915.intron6	jg2346.t1.intron6	FBtr0363637.intron5	jg5502.t1.intron5	jg6461.t1.intron5	FBtr0332643.intron5
OG0005915.intron7	jg2346.t1.intron7	FBtr0363637.intron6	jg5502.t1.intron6	jg6461.t1.intron6	FBtr0332643.intron6
OG0005916.intron1	jg2345.t1.intron1	FBtr0364998.intron1	jg5503.t1.intron1	jg6462.t1.intron1	FBtr0332641.intron1
OG0005916.intron2	jg2345.t1.intron2	FBtr0364998.intron2	jg5503.t1.intron2	jg6462.t1.intron2	FBtr0332641.intron2
OG0005916.intron3	jg2345.t1.intron3	FBtr0364998.intron3	jg5503.t1.intron3	jg6462.t1.intron3	FBtr0332641.intron3
OG0005916.intron4	jg2345.t1.intron4	FBtr0364998.intron4	jg5503.t1.intron4	jg6462.t1.intron4	FBtr0332641.intron4
OG0005916.intron5	jg2345.t1.intron5	FBtr0364998.intron5	jg5503.t1.intron5	jg6462.t1.intron5	FBtr0332641.intron5
OG0005916.intron6	jg2345.t1.intron6	FBtr0364998.intron6	jg5503.t1.intron6	jg6462.t1.intron6	FBtr0332641.intron6
OG0005917.intron1	jg2344.t1.intron1	FBtr0212620.intron1	jg5504.t1.intron1	jg6463.t1.intron1	FBtr0075969.intron1
OG0005917.intron2	jg2344.t1.intron2	FBtr0212620.intron2	jg5504.t1.intron2	jg6463.t1.intron2	FBtr0075969.intron2
OG0005919.intron1	jg2342.t1.intron1	FBtr0212619.intron1	jg5506.t1.intron1	jg6465.t1.intron1	FBtr0075968.intron1
OG0005919.intron2	jg2342.t1.intron2	FBtr0212619.intron2	jg5506.t1.intron2	jg6465.t1.intron2	FBtr0075968.intron2
OG0005920.intron2	jg2341.t1.intron2	FBtr0212618.intron2	jg5507.t1.intron2	jg6466.t1.intron2	FBtr0075967.intron2
OG0005921.intron1	jg2340.t1.intron1	FBtr0212617.intron1	jg5508.t1.intron1	jg6467.t1.intron1	FBtr0075966.intron1
OG0005921.intron2	jg2340.t1.intron2	FBtr0212617.intron2	jg5508.t1.intron2	jg6467.t1.intron2	FBtr0075966.intron2
OG0005921.intron3	jg2340.t1.intron3	FBtr0212617.intron3	jg5508.t1.intron3	jg6467.t1.intron3	FBtr0075966.intron3
OG0005921.intron4	jg2340.t1.intron4	FBtr0212617.intron4	jg5508.t1.intron4	jg6467.t1.intron4	FBtr0075966.intron4
OG0005921.intron5	jg2340.t1.intron5	FBtr0212617.intron5	jg5508.t1.intron5	jg6467.t1.intron5	FBtr0075966.intron5
OG0005921.intron6	jg2340.t1.intron6	FBtr0212617.intron6	jg5508.t1.intron6	jg6467.t1.intron6	FBtr0075966.intron6
OG0005923.intron1	jg2338.t1.intron1	FBtr0212616.intron1	jg5510.t1.intron1	jg6469.t1.intron1	FBtr0075965.intron1
OG0005923.intron2	jg2338.t1.intron2	FBtr0212616.intron2	jg5510.t1.intron2	jg6469.t1.intron2	FBtr0075965.intron2
OG0005923.intron3	jg2338.t1.intron3	FBtr0212616.intron3	jg5510.t1.intron3	jg6469.t1.intron3	FBtr0075965.intron3
OG0005924.intron3	jg2334.t1.intron3	FBtr0360218.intron4	jg5512.t1.intron3	jg6473.t1.intron4	FBtr0075908.intron3
OG0005924.intron4	jg2334.t1.intron4	FBtr0360218.intron5	jg5512.t1.intron4	jg6473.t1.intron5	FBtr0075908.intron4
OG0005925.intron2	jg2333.t1.intron2	FBtr0214300.intron2	jg5513.t1.intron2	jg6474.t1.intron2	FBtr0075909.intron2
OG0005925.intron3	jg2333.t1.intron3	FBtr0214300.intron3	jg5513.t1.intron3	jg6474.t1.intron3	FBtr0075909.intron3
OG0005925.intron4	jg2333.t1.intron4	FBtr0214300.intron4	jg5513.t1.intron4	jg6474.t1.intron4	FBtr0075909.intron4
OG0005926.intron2	jg2328.t1.intron2	FBtr0214306.intron2	jg5517.t1.intron2	jg6475.t1.intron3	FBtr0330077.intron2
OG0005926.intron3	jg2328.t1.intron3	FBtr0214306.intron3	jg5517.t1.intron3	jg6475.t1.intron4	FBtr0330077.intron3
OG0005926.intron4	jg2328.t1.intron4	FBtr0214306.intron4	jg5517.t1.intron4	jg6475.t1.intron5	FBtr0330077.intron4
OG0005927.intron1	jg2326.t1.intron1	FBtr0212614.intron1	jg5518.t1.intron1	jg6476.t1.intron1	FBtr0075952.intron1
OG0005928.intron2	jg2325.t2.intron2	FBtr0364313.intron2	jg5519.t1.intron2	jg6477.t1.intron2	FBtr0075913.intron2
OG0005928.intron3	jg2325.t2.intron3	FBtr0364313.intron3	jg5519.t1.intron3	jg6477.t1.intron3	FBtr0075913.intron3
OG0005928.intron4	jg2325.t2.intron4	FBtr0364313.intron4	jg5519.t1.intron4	jg6477.t1.intron4	FBtr0075913.intron4
OG0005928.intron7	jg2325.t2.intron8	FBtr0364313.intron7	jg5519.t1.intron7	jg6477.t1.intron8	FBtr0075913.intron7
OG0005928.intron8	jg2325.t2.intron9	FBtr0364313.intron8	jg5519.t1.intron8	jg6477.t1.intron9	FBtr0075913.intron8
OG0005928.intron9	jg2325.t2.intron10	FBtr0364313.intron9	jg5519.t1.intron9	jg6477.t1.intron10	FBtr0075913.intron9
OG0005928.intron10	jg2325.t2.intron11	FBtr0364313.intron10	jg5519.t1.intron10	jg6477.t1.intron11	FBtr0075913.intron10
OG0005928.intron11	jg2325.t2.intron12	FBtr0364313.intron11	jg5519.t1.intron11	jg6477.t1.intron12	FBtr0075913.intron11
OG0005929.intron2	jg2324.t1.intron2	FBtr0357243.intron2	jg5520.t1.intron2	jg6478.t1.intron2	FBtr0075915.intron2
OG0005929.intron3	jg2324.t1.intron3	FBtr0357243.intron3	jg5520.t1.intron3	jg6478.t1.intron3	FBtr0075915.intron3
OG0005929.intron4	jg2324.t1.intron4	FBtr0357243.intron4	jg5520.t1.intron4	jg6478.t1.intron4	FBtr0075915.intron4
OG0005929.intron5	jg2324.t1.intron5	FBtr0357243.intron5	jg5520.t1.intron5	jg6478.t1.intron5	FBtr0075915.intron5
OG0005929.intron6	jg2324.t1.intron6	FBtr0357243.intron6	jg5520.t1.intron6	jg6478.t1.intron6	FBtr0075915.intron6
OG0005930.intron1	jg2323.t1.intron1	FBtr0214310.intron1	jg5521.t1.intron1	jg6479.t1.intron1	FBtr0075918.intron1
OG0005930.intron2	jg2323.t1.intron2	FBtr0214310.intron2	jg5521.t1.intron2	jg6479.t1.intron2	FBtr0075918.intron2
OG0005930.intron3	jg2323.t1.intron3	FBtr0214310.intron3	jg5521.t1.intron3	jg6479.t1.intron3	FBtr0075918.intron3
OG0005931.intron2	jg2322.t1.intron1	FBtr0212613.intron2	jg5522.t1.intron1	jg6480.t1.intron1	FBtr0075951.intron1
OG0005931.intron3	jg2322.t1.intron2	FBtr0212613.intron3	jg5522.t1.intron2	jg6480.t1.intron2	FBtr0075951.intron2
OG0005931.intron4	jg2322.t1.intron3	FBtr0212613.intron4	jg5522.t1.intron3	jg6480.t1.intron3	FBtr0075951.intron3
OG0005931.intron5	jg2322.t1.intron4	FBtr0212613.intron5	jg5522.t1.intron4	jg6480.t1.intron4	FBtr0075951.intron4
OG0005933.intron1	jg2320.t1.intron1	FBtr0212612.intron1	jg5524.t1.intron1	jg6482.t1.intron1	FBtr0100354.intron1
OG0005933.intron2	jg2320.t1.intron2	FBtr0212612.intron2	jg5524.t1.intron2	jg6482.t1.intron2	FBtr0100354.intron2
OG0005933.intron3	jg2320.t1.intron3	FBtr0212612.intron3	jg5524.t1.intron3	jg6482.t1.intron3	FBtr0100354.intron3
OG0005933.intron4	jg2320.t1.intron4	FBtr0212612.intron4	jg5524.t1.intron4	jg6482.t1.intron4	FBtr0100354.intron4
OG0005934.intron2	jg2317.t1.intron2	FBtr0353140.intron14	jg5526.t1.intron2	jg6484.t1.intron2	FBtr0273390.intron14
OG0005934.intron3	jg2317.t1.intron3	FBtr0353140.intron15	jg5526.t1.intron3	jg6484.t1.intron3	FBtr0273390.intron15
OG0005935.intron1	jg2316.t1.intron1	FBtr0212611.intron1	jg5528.t1.intron1	jg6485.t1.intron1	FBtr0075948.intron1
OG0005935.intron2	jg2316.t1.intron2	FBtr0212611.intron2	jg5528.t1.intron2	jg6485.t1.intron2	FBtr0075948.intron2
OG0005935.intron3	jg2316.t1.intron3	FBtr0212611.intron3	jg5528.t1.intron3	jg6485.t1.intron3	FBtr0075948.intron3
OG0005938.intron2	jg2311.t1.intron2	FBtr0348366.intron3	jg5531.t1.intron2	jg6491.t1.intron2	FBtr0300561.intron3
OG0005938.intron3	jg2311.t1.intron3	FBtr0348366.intron4	jg5531.t1.intron3	jg6491.t1.intron3	FBtr0300561.intron4
OG0005938.intron4	jg2311.t1.intron4	FBtr0348366.intron5	jg5531.t1.intron4	jg6491.t1.intron4	FBtr0300561.intron5
OG0005938.intron10	jg2311.t1.intron10	FBtr0348366.intron10	jg5531.t1.intron10	jg6491.t1.intron10	FBtr0300561.intron10
OG0005939.intron1	jg2310.t1.intron1	FBtr0214315.intron1	jg5532.t1.intron1	jg6492.t1.intron1	FBtr0302980.intron1
OG0005939.intron2	jg2310.t1.intron2	FBtr0214315.intron2	jg5532.t1.intron2	jg6492.t1.intron2	FBtr0302980.intron2
OG0005939.intron3	jg2310.t1.intron3	FBtr0214315.intron3	jg5532.t1.intron3	jg6492.t1.intron3	FBtr0302980.intron3
OG0005939.intron6	jg2310.t1.intron6	FBtr0214315.intron6	jg5532.t1.intron6	jg6492.t1.intron6	FBtr0302980.intron6
OG0005940.intron4	jg2306.t1.intron1	FBtr0361844.intron4	jg5535.t1.intron1	jg6495.t1.intron1	FBtr0075929.intron4
OG0005940.intron5	jg2306.t1.intron2	FBtr0361844.intron5	jg5535.t1.intron2	jg6495.t1.intron2	FBtr0075929.intron5
OG0005940.intron6	jg2306.t1.intron3	FBtr0361844.intron6	jg5535.t1.intron3	jg6495.t1.intron3	FBtr0075929.intron6
OG0005940.intron7	jg2306.t1.intron4	FBtr0361844.intron7	jg5535.t1.intron4	jg6495.t1.intron4	FBtr0075929.intron7
OG0005940.intron8	jg2306.t1.intron5	FBtr0361844.intron8	jg5535.t1.intron5	jg6495.t1.intron5	FBtr0075929.intron8
OG0005940.intron9	jg2306.t1.intron6	FBtr0361844.intron9	jg5535.t1.intron6	jg6495.t1.intron6	FBtr0075929.intron9
OG0005942.intron2	jg2302.t1.intron2	FBtr0349112.intron2	jg5539.t1.intron2	jg6499.t1.intron1	FBtr0075939.intron2
OG0005942.intron3	jg2302.t1.intron3	FBtr0349112.intron3	jg5539.t1.intron3	jg6499.t1.intron2	FBtr0075939.intron3
OG0005942.intron4	jg2302.t1.intron4	FBtr0349112.intron4	jg5539.t1.intron4	jg6499.t1.intron3	FBtr0075939.intron4
OG0005942.intron5	jg2302.t1.intron5	FBtr0349112.intron5	jg5539.t1.intron5	jg6499.t1.intron4	FBtr0075939.intron5
OG0005942.intron6	jg2302.t1.intron6	FBtr0349112.intron6	jg5539.t1.intron6	jg6499.t1.intron5	FBtr0075939.intron6
OG0005943.intron1	jg2301.t1.intron1	FBtr0358947.intron1	jg5540.t1.intron1	jg6500.t1.intron1	FBtr0332046.intron1
OG0005943.intron2	jg2301.t1.intron2	FBtr0358947.intron2	jg5540.t1.intron2	jg6500.t1.intron2	FBtr0332046.intron2
OG0005943.intron3	jg2301.t1.intron3	FBtr0358947.intron3	jg5540.t1.intron3	jg6500.t1.intron3	FBtr0332046.intron3
OG0005943.intron4	jg2301.t1.intron4	FBtr0358947.intron4	jg5540.t1.intron4	jg6500.t1.intron4	FBtr0332046.intron4
OG0005943.intron5	jg2301.t1.intron5	FBtr0358947.intron5	jg5540.t1.intron5	jg6500.t1.intron5	FBtr0332046.intron5
OG0005944.intron2	jg2300.t1.intron5	FBtr0214321.intron2	jg5543.t2.intron2	jg6501.t1.intron5	FBtr0075935.intron2
OG0005944.intron3	jg2300.t1.intron6	FBtr0214321.intron3	jg5543.t2.intron3	jg6501.t1.intron6	FBtr0075935.intron3
OG0005947.intron1	jg2293.t1.intron1	FBtr0214324.intron1	jg5550.t1.intron1	jg6506.t1.intron1	FBtr0075870.intron1
OG0005958.intron1	jg2280.t1.intron1	FBtr0214331.intron1	jg4441.t1.intron1	jg6518.t1.intron1	FBtr0075875.intron1
OG0005958.intron2	jg2280.t1.intron2	FBtr0214331.intron2	jg4441.t1.intron2	jg6518.t1.intron2	FBtr0075875.intron2
OG0005959.intron1	jg2279.t1.intron1	FBtr0212591.intron1	jg4440.t1.intron1	jg6519.t1.intron1	FBtr0075897.intron1
OG0005959.intron2	jg2279.t1.intron2	FBtr0212591.intron2	jg4440.t1.intron2	jg6519.t1.intron2	FBtr0075897.intron2
OG0005960.intron1	jg2278.t1.intron1	FBtr0214332.intron1	jg4439.t1.intron1	jg6520.t1.intron1	FBtr0075876.intron1
OG0005960.intron2	jg2278.t1.intron2	FBtr0214332.intron2	jg4439.t1.intron2	jg6520.t1.intron2	FBtr0075876.intron2
OG0005961.intron2	jg2277.t1.intron2	FBtr0212590.intron2	jg4438.t2.intron2	jg6521.t1.intron2	FBtr0075895.intron2
OG0005962.intron2	jg2276.t1.intron3	FBtr0355805.intron2	jg4437.t1.intron3	jg6522.t1.intron3	FBtr0075878.intron2
OG0005963.intron1	jg2275.t1.intron1	FBtr0212589.intron1	jg4436.t1.intron1	jg6523.t1.intron1	FBtr0075894.intron1
OG0005963.intron2	jg2275.t1.intron2	FBtr0212589.intron2	jg4436.t1.intron2	jg6523.t1.intron2	FBtr0075894.intron2
OG0005963.intron3	jg2275.t1.intron3	FBtr0212589.intron3	jg4436.t1.intron3	jg6523.t1.intron3	FBtr0075894.intron3
OG0005964.intron2	jg2274.t2.intron3	FBtr0214334.intron2	jg4435.t1.intron3	jg6524.t1.intron2	FBtr0110982.intron2
OG0005964.intron3	jg2274.t2.intron4	FBtr0214334.intron3	jg4435.t1.intron4	jg6524.t1.intron3	FBtr0110982.intron3
OG0005965.intron1	jg2273.t1.intron1	FBtr0357822.intron1	jg4434.t1.intron1	jg6525.t1.intron1	FBtr0075883.intron1
OG0005965.intron2	jg2273.t1.intron2	FBtr0357822.intron2	jg4434.t1.intron2	jg6525.t1.intron2	FBtr0075883.intron2
OG0005966.intron1	jg2272.t1.intron1	FBtr0214336.intron1	jg5630.t1.intron1	jg6526.t1.intron1	FBtr0075884.intron1
OG0005966.intron2	jg2272.t1.intron2	FBtr0214336.intron2	jg5630.t1.intron2	jg6526.t1.intron2	FBtr0075884.intron2
OG0005966.intron3	jg2272.t1.intron3	FBtr0214336.intron3	jg5630.t1.intron3	jg6526.t1.intron3	FBtr0075884.intron3
OG0005966.intron4	jg2272.t1.intron4	FBtr0214336.intron4	jg5630.t1.intron4	jg6526.t1.intron4	FBtr0075884.intron4
OG0005967.intron1	jg2271.t1.intron1	FBtr0214337.intron1	jg5631.t1.intron1	jg6527.t1.intron1	FBtr0075886.intron1
OG0005968.intron1	jg2270.t1.intron1	FBtr0214338.intron1	jg5632.t1.intron1	jg6528.t1.intron1	FBtr0075887.intron1
OG0005969.intron1	jg2269.t1.intron1	FBtr0212586.intron1	jg5633.t1.intron1	jg6529.t1.intron1	FBtr0075893.intron1
OG0005969.intron2	jg2269.t1.intron2	FBtr0212586.intron2	jg5633.t1.intron2	jg6529.t1.intron2	FBtr0075893.intron2
OG0005969.intron3	jg2269.t1.intron3	FBtr0212586.intron3	jg5633.t1.intron3	jg6529.t1.intron3	FBtr0075893.intron3
OG0005970.intron1	jg2268.t1.intron1	FBtr0349944.intron1	jg5634.t1.intron1	jg6530.t1.intron1	FBtr0473611.intron1
